,p1GameName,p1Tagline,p2GameName,p2Tagline,winrate
445,AD GAP,2003,머리빠진 서포터,KR1,61.904761904761905
446,soldda,KR5,차 단,2025,71.42857142857143
447,차척병할아버지의쥐불놀이공중제비,MSC,z1z1z1,1234,38.46153846153847
448,한뚝배기597,KR1,청포도이육사,KR1,60.86956521739131
449,뭘꼬라봐,123,장협지,123,60.0
450,유덩덩,KR1,외눈검사 가츠,216,41.37931034482759
451,Melancholy Blues,KR1,고장난 백미러,KR1,61.53846153846154
452,1인2메뉴,2인분,츄라잇,KR1,43.75
453,1인2메뉴,2인분,쿠로롱,KR2,50.0
454,망나니 김주형,0223,주보리,귀여워,66.66666666666666
455,서강준박서준홍영준,3대대표준,넴 롱,KR1,46.666666666666664
456,제드살라고만듬,KR1,뜨그뜨,KR1,60.0
457,One For All,LeeTH,퍄퍄용,2094,59.09090909090909
458,샤 코,000,누르고,KR1,69.23076923076923
459,탑버리면난팀버림,KR1,erfwq,KR1,62.96296296296296
460,Kairas,KR1,Love,KR5,55.55555555555556
461,진돗개69호발령,KR5,조도너어마이,KR2,54.54545454545454
462,고 군,1227,타르타르쏘스,타타쏘,36.36363636363637
463,RangRang,KR1,천재kk,KR1,50.0
464,찬우야헤드쏴라,000,용굴기,KR1,61.111111111111114
465,찬우야헤드쏴라,000,골뱅이비빔국수,2437,75.0
466,Seoul,1004,무리는 하지마라,KR1,30.0
467,꾸우엉꾸엉,KR1,찬드풀,1004,53.333333333333336
468,깜찬이,KR1,공과 덕 ,KR1,91.66666666666666
469,Aocs,KR1,민초 카페라떼,KR1,64.70588235294117
470,Congratulation,KR100,96 JUGKING,KR96,66.66666666666666
471,Congratulation,KR100,메트로시카,KR1,66.66666666666666
472,ADC CARRYY,KR1,갱당하기장인,0908,64.28571428571429
473,컵라면,신라면,바지속에 룰루 궁,KR1,61.53846153846154
474,SuNg1L,KR1,띤 따,KR1,50.0
475,퐝라스,KR1,파란스님,KR96,76.92307692307693
476,삐 킹,KR1,바세린,글리세린,86.66666666666667
477,눈 꽃,내 린,Bourbon,KR11,47.82608695652174
478,아무무가 세상에서 제일 멋있어,우헤헤헤헤,버티고 싸워,KR1,60.0
479,떡잎방벙대,KR1,발베르데,KR03,58.82352941176471
480,2026 04 13,kr10,우치하 정스케,KR2,50.0
481,2535481706235200,KR1,내겐 겁은 없어,KR1,50.0
482,xiwangshu,KR1,6픽만 믿어요,KR1,64.28571428571429
483,안오면갖다박음,KR12,운이너무좋은사람,1120,39.130434782608695
484,볼비비,KR1,hwa zln cha,KR1,72.72727272727273
485,I밍 규I,KR1,원무새,3579,42.857142857142854
486,Aimyon,kor,승 원,KOR,50.0
487,김치현,8143,oasis,KR2,76.92307692307693
488,참을수있는남자,KR1,장미끝,KR1,76.92307692307693
489,육뽕 낙타,KR1,다니엘,MUC,61.904761904761905
490,로우랜드,KR1,인직하트만숙,KR1,66.66666666666666
491,사랑한다 이준영,KR1,순댕이,KR1,57.14285714285714
492,듀 옹,KR1,Linkin Park,0320,43.75
493,모 모,KR11,남 자,화싸남,60.0
494,Ga Lo Wu,KR1,我爱你爱宝,777,61.111111111111114
495,굿집갱,구찌갱,운동하기실타,KR1,37.5
496,군인이다능,KR1,크랙필,KR1,63.63636363636363
497,니가 정말 밉다,KR1,Rocket Racoon,KR1,85.0
498,쏩 뻬,KR1,WKWO,KR1,60.0
499,쏩 뻬,KR1,fengmi wei,1202,50.0
500,안경잡이여드름충,KR1,탑님제발힘내세요,KR1,100.0
501,Do not read chat,KR1,쩡 근,KR1,57.14285714285714
502,구본준이라는완벽,KR1,뽀로로,안경빨빨,61.111111111111114
503,장시혁,5479,내시반청남탓필패,KR1,77.27272727272727
504,내탓아님무조건남탓,1016,달의강림,KR1,61.53846153846154
505,인지해 생각해,KR1,행집욕부,KR777,38.095238095238095
506,우삼이,KR1,찰토체스,KR1,46.15384615384615
507,모찌피치,szsz,kitty,0 3,50.0
508,두리도치,도치단,그마갈여편네,잠이오냐,20.0
509,화강진는최,KR1,세젤예 송우기님,KR1,50.0
510,시 냥,0305,채 냥,1009,66.66666666666666
511,허거덩거덩스,KR33,天下無敵,123,41.66666666666667
512,일렌시아전사,KR1,알렌시아전사,KR1,46.666666666666664
513,소나만 할꼬야,KR1,냥 냥,폴 짝,36.84210526315789
514,ˇヘˇ,hayo,검은늑대단 폐급 백성대,잡아먹을게,58.82352941176471
515,미분딜러,KR1,방학전용계정,KR1,37.5
516,우스너클 ,KR1,얼랭이,KR1,65.21739130434783
517,Lamb 88,2582,차단하세요,5544,51.85185185185185
518,롸몽이,KR1,도 리,lee,70.0
519,또이킁킁,총총총총총,Prologue for you,YG97,62.96296296296296
520,원무새,3579,I밍 규I,KR1,42.857142857142854
521,원무새,3579,공 격,0828,18.181818181818183
522,zl존 왕zr님,KR8,좋다고 말해,KR1,42.857142857142854
523,Agoon,3492,bb2k,KR1,53.84615384615385
524,Agoon,3492,럴커는마린을찢어,KR1,36.36363636363637
525,별이는겁쟁이,star,윤공주한선월온리팬스가입한민경빈,yoon,64.28571428571429
526,살살해줄게요,KR1,Disfigure Blank,KR1,69.23076923076923
527,칼과 주먹 망치,KR1,강제집행 철거반,KR1,81.81818181818183
528,촉촉한마늘빵,KR1,경주이씨즈리얼,KR1,72.72727272727273
529,오도짜세기합해병,KR1,양성호,KR 1,64.70588235294117
530,안무서운사람,사실무섭지,Vanana,1021,48.275862068965516
531,탑만 감,2008,勇往邁進,2000,58.82352941176471
532,so1o,kr2,말랑야채,KR1,45.45454545454545
533,머멍이,KR1,뭉 치,kr7,70.0
534,윤석열,갱안오면계,질병게임1,123,69.23076923076923
535,갓구운닭꼬치,KR1,15GG,skrr,59.09090909090909
536,콩콩이금동이아리,486,10 JG,KR123,50.0
537,슈리마 광팬,KR1,yasuo й irelia,KR1,50.0
538,블라디레나 밀리제소령,핸들러 원,호두과자주세요,0000,27.27272727272727
539,I Need you here,KR77,이러다가30대까지롤하면어쩌지,2001,68.75
540,I Need you here,KR77,남자친구생기면롤접음,9999,40.0
541,호주머니짱돌대기,호짱대,김경태1234,KR1,63.63636363636363
542,잠재성장률,KR1,서마루주인,ISFP,66.66666666666666
543,냐 옹,ฅΟωΟฅ,곰 탱,까 미,41.66666666666667
544,우마무스메PD,KR1,혜지전문원딜조무사,3494,56.666666666666664
545,머진맨,123,사 샤,143,71.42857142857143
546,여우몬,KR1,빡치면짖느은개애,KR1,64.28571428571429
547,화성인,KR1,의료원폭격기,KR1,56.666666666666664
548,lhjdd,KR1,소름돋는일반인,KR1,66.66666666666666
549,강인하,죄송합니다,08김아린,고양이공듀,52.38095238095239
550,채팅끄는게답,KR1,1010101110111011,10101,68.18181818181817
551,짧게깎은손톱,KR1,키드밀리fan,KR1,40.0
552,공주는 밥,KR1,째 재,KR1,60.0
553,많이 피곤합니다,KR1,파카팀 원딜,PAKA,33.33333333333333
554,중단조자룡,KR1,無我之境,GAP,58.333333333333336
555,제이스못함,KR1,Korean favorite,KR1,63.63636363636363
556,아이돌문전규,KR1,윤원희,윤원희,75.0
557,yco,KR1,침묵의추적자,1138,60.0
558,세종시 이마트,KR1,세종시 한솔동,KR1,62.5
559,비 챤,고라니,여 울,Code,59.25925925925925
560,Enlightening,KR1,밥묵다배터진개구리,1009,64.70588235294117
561,역 전 틀 딱,KR1,쉥 호,KR1,73.33333333333333
562,연습용계정000,KR1,예가미데,KR1,42.857142857142854
563,니가 흰둥인거얌,KR1,xoix,KR1,40.0
564,니가 흰둥인거얌,KR1,Peyz,KR55,45.45454545454545
565,응봉산 무야호,KR2,지잘또,GOAT,69.23076923076923
566,퉁퉁이엄마모퉁이,만퉁퉁,The shy,smash,50.0
567,cscscscscscscscs,123,박치기공룡,입니당,60.0
568,십수딘,TFT용,박 초식이,KR1,53.84615384615385
569,시로히게,4784,HarmonicShield,kr2,50.0
570,서크몽,반역왕다리,szsz,1414,57.14285714285714
571,Royal HighNess,KR1,꽃령월,KR1,81.81818181818183
572,흙더덕,KR1,조형기의 소나타,KR1,89.47368421052632
573,촌 녀,KR1,게임수리사,KR1,53.333333333333336
574,장원영,KR21,영구와땡칠이띠리리리리리,KR1,73.33333333333333
575,쌍수달,KR1,기 어,KR1,64.0
576,감자마을연쇄케찹마,맥도날드,채헝숭,KR1,71.42857142857143
577,감자마을연쇄케찹마,맥도날드,HeavyMental,KOR1,63.63636363636363
578,Gras ipeksseu,KR1,어등산육두선인,dkqdk,55.172413793103445
579,죽기장인,9804,스물다섯번째 밤,9804,60.86956521739131
580,개 패 는 놈,KR1,나 여기까지 할게,KR2,46.15384615384615
581,죽는거는페이커,KR1,winters coming,KR1,56.25
582,죽는거는페이커,KR1,링 클,과레터,66.66666666666666
583,논불방,KR1,윰 윰,Ker10,50.0
584,양토끼,KR1,2민재,KR1,70.0
585,iwnoo020,KR1,DW Jaevy,KR1,50.0
586,2026년1월19일,전 역,산타난쟁이,요 정,52.63157894736842
587,뒹굴뒹굴판다,KR2,xnx,xxxxx,42.10526315789473
588,원딜 버프 시급,KR1,사회적악성재고,KR1,57.14285714285714
589,갱가면킬양보좀,KR1,유니꾸,지니꾸,30.76923076923077
590,갱가면킬양보좀,KR1,코카콜라공장,KR1,54.54545454545454
591,어짜피니못올라가,KR1,상상이현실이될때,KR1,72.72727272727273
592,훈남태근,KR1,배부르게먹는사람,KR1,69.23076923076923
593,프로미스나인 이채영,감자칩,두 영,0417,53.333333333333336
594,역법하면머리박음,KR1,하체절단 망나니,KR1,41.66666666666667
595,임하율,KR2,팔도꼬꼬면,KR1,50.0
596,딸기쌍쌍bar,1879,꿀 먹는 꼬뇨,KR2,58.82352941176471
597,Last Whisper,숨 결,RIzZ,929,52.17391304347826
598,Toon Zorc,KR1,Vol Jin,KR1,58.82352941176471
599,캡틴토끼,KR1,예쁜산,san,70.83333333333334
600,망 라,KR1,eazynew,o3o,57.14285714285714
601,돌진기 300초,가붕가붕,완전 맛있는,KR1,54.54545454545454
602,happy study,KR1,frozzen,KR1,81.81818181818183
603,반오십 룡,KR1,케익의 평화,AKMU,73.33333333333333
604,08원딜 잘부탁,KR1,담배 여자 술,KR12,56.25
605,08원딜 잘부탁,KR1,널 뱅,KR11,57.14285714285714
606,족가쉬바럼아,KR1,Kim Tae Hong,KR1,45.0
607,Gen G Chocovy,MID,Perrytheplatypus,KR1,45.45454545454545
608,바닐라셰이크,KR1,ol렐,KR1,66.66666666666666
609,노오오오오옥턴,KR1,히스이,일륜회,30.76923076923077
610,Chama,yaso,이타적인정글러,KR23,53.84615384615385
611,팬티안에 룰루궁,커져라,굳건한딜두,kr2,63.63636363636363
612,흔한건싫은솔의눈성애자엄준식,KR1,past master,BNH,43.75
613,죽어서집가는사람,9816,잠자기 좋은 날,KR1,64.28571428571429
614,혁주손,KR1,장군봉 어린이집,Arado,41.17647058823529
615,내 세상은 너였어,마지막으로,볼베상향해야됨,KR1,66.66666666666666
616,예의범털,5339,협곡 섬나라,KR1,55.00000000000001
617,예의범털,5339,내이름은진돗개,KR1,80.0
618,풍동나부랭이,KR1,전판 그년,범인은그놈,51.724137931034484
619,바보와또랑,KR1,WWVVWVVWW,KR1,33.33333333333333
620,lilillliiillll,KR1,외로운건영이,KR1,72.41379310344827
621,목표설정,KR1,찬 빈 최,KR1,73.33333333333333
622,Rest In Hope,KR1,Streuselkuchen,KR1,53.333333333333336
623,Rest In Hope,KR1,Jkxcd,KR1,50.0
624,어째서일까,KR1,쥐드뤠건,KR1,56.25
625,인화성 물질,KR2,동성고4년제,KR1,69.23076923076923
626,극복할 것,KR2,태극기,123,54.54545454545454
627,loseyongseok,KR1,yongyong1101,1101,58.620689655172406
628,독일산 유모차,BMW,채팅안봄,K23,66.66666666666666
629,핑보면빼라좀,KR1,何もなかった,KR98,47.368421052631575
630,우최서또삐,KR1,택블로드,KR1,63.1578947368421
631,달궈진 야구빠따,KR1,MD킹,KR2,56.00000000000001
632,도토센,KR1,우원재,wujae,55.00000000000001
633,백챵럴,KR1,태후스,KR1,60.0
634,수 니,아 들,멋진남자정세원,1cm,61.53846153846154
635,Deft mind,KR1,으쌰라으쌰,KR77,72.72727272727273
636,Deft mind,KR1,vicious,jhin,50.0
637,찰빙어,KR0,TRIPGUIDE,0628,72.72727272727273
638,늙기싫다,0927,dosisis,KR1,65.21739130434783
639,우진띠,KR1,GODS,NJZ,45.45454545454545
640,햇     반,3881,룰 루,눈 누,64.28571428571429
641,야포로,야포로,공              주,혜   지,100.0
642,너만보면 순보,KR1,리리훈,KR1,42.857142857142854
643,이석호,EHK,Radiohead,낭만정글러,56.25
644,바보같이,KR1,그르릉,0421,35.714285714285715
645,김치찌개라면사리,KR2,오트연유라떼,KR1,60.0
646,뚱마유시,배고파,나는 영후,KR1,43.75
647,뚱마유시,배고파,원딜가는 영후,KR1,50.0
648,냥바닥할짝,000,EQUETA,00000,41.17647058823529
649,외 걸,KR1,몰 매,KR2,62.5
650,잘넣는형,KR1,김희은,KR1,43.75
651,루 루,OvO,망나니 현집사,KR1,29.411764705882355
652,ANMB,KR1,용용이간다,6966,50.0
653,빠스달다,KR1,난아직젊다,KR1,46.666666666666664
654,아람뽀,KR1,qq11qq11,KR1,50.0
655,HERMIONEE,KR1,이승민05,KR1,68.18181818181817
656,주먹곰,KR1,왕꼬룡,KR1,53.333333333333336
657,지모취,나는지모취,Benz SLS63 AMG,KR1,55.55555555555556
658,놀러왔어요I,KR1,판 권,KR1,63.33333333333333
659,황지선,KR1,하다보니여기까지,KR1,63.1578947368421
660,늙고병든바나나,KR1,혼자살아남기,내로남불,70.58823529411765
661,Kim Ye Bin,KR1,원딜그루밍,U L,72.22222222222221
662,로모띠한콩조림,KR1,무서운똥,똥똥똥똥똥,91.66666666666666
663,온 세상이 리선족,Maple,투지를 불태우며,KR1,57.14285714285714
664,우띠룩,KR1,깨달은사람,0000,70.0
665,인생이 참 힘드네,KR1,격식있는사람,KR1,53.333333333333336
666,Nike,그냐앙해,ZAC,KR422,41.66666666666667
667,카시카서스니달리,KR1,바지속에 룰루 궁,KR1,62.5
668,거북거북거북2,1243,빠라바라빠라바랍,KR1,40.0
669,Kainney,PJG,원딜 기본기,KR1,50.0
670,김민붕,KR333,akaps,KR135,68.42105263157895
671,제sky,kr2,기본만해주자,KR1,68.42105263157895
672,08년생프로지망생,KR1,실버 정상길,KR1,53.84615384615385
673,산 푸,KR1,왔다춘식이,KR1,40.0
674,너가사람이긴하냐,KR1,COWKlNG,KR1,63.33333333333333
675,넌 웃는게 귀여워,KR1,전주유민서,KR2,55.55555555555556
676,넌 웃는게 귀여워,KR1,백 등,KR1,41.66666666666667
677,盲目冲锋,000,TOP,여수밤바다,80.0
678,양딱딱,KR1,2822423336076576,KR1,30.0
679,Expecto Patronum,KDF,돈이없어영,KR1,50.0
680,밤재우다,KR1,Jkxcd,KR1,54.54545454545454
681,막둥이의 다락방,KR1,김댐비,KR1,50.0
682,탕수육 부먹 최고,KR1,Xiao Xiamen,CN1,47.05882352941176
683,cex is sports,adc,화 색,KR1,45.0
684,사각척,KR1,대공처장강협지,KR2,42.857142857142854
685,Coppia,KR1,나투투,KR1,61.53846153846154
686,faker shockwave,what,just solokill,KR1,23.076923076923077
687,똔요니,KR1,양순식,KR1,63.1578947368421
688,똔요니,KR1,수호왕자,KR1,60.0
689,Aseado,7777,evolution,KR69,60.0
690,아냐는귀여워,KR1,22982590del,KR1,61.53846153846154
691,Quickly,KOR,йiйu,KR2,70.0
692,치와와,1008,라면양조절장인,KR1,60.0
693,thisiskim1e,KR1,침착하고여유롭게,카이팅,47.61904761904761
694,알면서물어보는놈,KR1,OmicronXBB,24819,73.33333333333333
695,꿈꾸는 마음으로,2018,꺄 항,꿀 넝,78.57142857142857
696,화끈한 도끼,axe,원딜장인 이지은,KR1,53.333333333333336
697,화끈한 도끼,axe,지학이,KR1,58.333333333333336
698,버러지 요릭,버 릭,우에하라 아리,우 아,40.0
699,버러지 요릭,버 릭,mid is Gyulking,KR1,46.15384615384615
700,blue,kr113,WE3KND,KR1,60.0
701,그때는 너도 나를,KR1,잘해드릴게요,화이팅,60.0
702,승 혁,0114,개포동 쵸비,쵸비상,90.0
703,도피성 수면장애,KR1,검은색크림,000,71.42857142857143
704,souls Absorption,KR1,Aileri,fan,78.57142857142857
705,건이못함,0213,준원서,KR2,57.692307692307686
706,대모기,KR1,버스가없는사람,1215,44.44444444444444
707,다소 늙음,kr111,Akaps,전설의심지,66.66666666666666
708,당 림,KR1,Daru,hay,50.0
709,De una vez,wish,고양이,ÒωÓ,59.25925925925925
710,나넨이오,KR1,박현민,간헐적폭발,50.0
711,친구꺼,KR1,개프리,CODE,56.52173913043478
712,구르 장,KR1,금 똥,금 뚱,66.66666666666666
713,크림파이제조장인,KR1,SEALSQ,1891,44.44444444444444
714,하나이치,KR1,예술가12,4671,76.92307692307693
715,k7037kr,KR1,빌지워터 박근혜,KR1,50.0
716,INFP,조 이,1212,1222,90.0
717,힐 끔,1129,헤 헤,바 보,60.0
718,Duo,2229,Enchanted,4299,57.14285714285714
719,Renxinyue,0708,dzzz,KR1,62.96296296296296
720,5라인중원딜이롤을개처못함반박처,하지마라,ynnxiao,6666,41.66666666666667
721,귀엽기만 한 게 아닌 시키모리,시키모리양,olzlonz,KR 1,58.333333333333336
722,약하게때릴게,미안해,불행한 아이,개식물련,80.0
723,Viper,4350,젖은뷰지,6974,69.23076923076923
724,이 누,woo,맵못보는아이,sry,56.52173913043478
725,퀴 호,KR1,guysworld,KR1,53.333333333333336
726,윈 터,남 친,Frosi,KR1,72.72727272727273
727,삼성고불도끼,KR1,하츄핑,츄 츄,55.55555555555556
728,빵굽는 유미,즐겜용,앵 무,앵 무,57.14285714285714
729,Qiyana,YYN,박갱치,KR1,53.333333333333336
730,달 문 곰,KR2,괴 물,AP1,62.5
731,트린을 알려주겠다,킁킁킁,외 교,KR1,53.84615384615385
732,Dplus KIA,쇼메쇼메,Won Ho,3484,47.368421052631575
733,판자촌 에이스,KR1,Aatrox,20312,61.904761904761905
734,ThreeCond,KR1,Kingyong2,KR1,70.0
735,준영3,KR1,화니뇽,KR11,63.63636363636363
736,느님1110,KR1,chessoccer,KR1,50.0
737,중딩녀,KR1,Secretus Man,KR1,55.55555555555556
738,폐 신장 건강해요,KR1,병장 이은빈,KR00,52.63157894736842
739,태아니짱,KR1,상냥한 찬우씨,KR1,75.0
740,이렐아칼리,1791,천둥새,0216,52.63157894736842
741,xx서원준xx,787,우유맛 알파카,0325,50.0
742,춘봉박,KR101,요네버프는 대체 뭐냐,요네밴,80.0
743,SiRiuS1976,KR1,연필9,KR1,33.33333333333333
744,공공년생,KR1,리코PC,KR1,75.0
745,파 니,2000,야 곱,야 곱,90.0
746,ADADADADAD,KR3,초코에몽123,KR1,61.53846153846154
747,간호하는남자,KR1,장종현,나상규,78.57142857142857
748,날아서갈게요,KR1,홀리나이츠,KR2,55.172413793103445
749,박뎀숌,KR1,Step to Platinum,KR1,64.0
750,요들의 왕,요 들 킹,물망초,poro,29.629629629629626
751,犧 牲,12345,캐리or죽음,KR1,33.33333333333333
752,대 잡,KR1,사나이 송준혁,KR1,60.0
753,시원시원한솔킬,1502,피들이 너무약해,KR1,76.92307692307693
754,soda82126,KR1,원 칭,KR1,45.0
755,이상범,0627,KHKTW05,KR1,51.724137931034484
756,슥 넨,KR1,S A C,KR24,50.0
757,하늘맛시나모롤,KR1,T1 Chovy,2208,53.84615384615385
758,FrozenCry,KR1,멋있는 ID,KR1,53.333333333333336
759,FrozenCry,KR1,온수동 ISTJ,KR1,53.84615384615385
760,뢰명진,KR1,jparkitrighthere,KR1,80.0
761,낙 진,KR1,게임을할때에는,KR1,46.666666666666664
762,나는야유진,KR1,부쉬 안 애쉬,KR1,30.0
763,형빈이따까리,KR1,3333333333333333,h1101,85.71428571428571
764,사랑해요이건영,KR1,리신장인 마준영,KR1,66.66666666666666
765,지리미,KR1,켈롤로,동그래미,71.42857142857143
766,강 늑,KR1,만 덕,만 덕,60.0
767,단단김묵직,KR1,유자비,MID,33.33333333333333
768,엽도리,KR1,홍난당,까불면,50.0
769,슨 엠,KR1,탑쿠키,KR1,77.77777777777779
770,김릴파의애완박쥐,KR1,혜지는똑땅해애,KR1,47.61904761904761
771,혬니가살려볼께,오빠차이,혬니랑함께라면,언니차이,88.88888888888889
772,14159265358,KR1,기달 고추,KR1,53.333333333333336
773,야 응 칠,KR1,쉽게쉽게,KR 1,76.47058823529412
774,복드라이브,VOK,초코라떼먹고싶당,KR1,58.333333333333336
775,귤 통,KR1,이준뽕,KR1,44.44444444444444
776,귤 통,KR1,레드두개먹을래요,KR1,66.66666666666666
777,추나카,KR1,새싹의세계,KR1,27.27272727272727
778,정 훈,0802,미드는 박튜브,KR1,40.0
779,피자나라수혁공주,JMT,김치치즈도리아,JMT,70.0
780,금 호,KR4,Daisy,coco,45.45454545454545
781,죽기직전,dustn,Peyz,100,44.44444444444444
